  0.0000e+00   0.0000e+00   2.0000e+00   1.3963e-01   0.0000e+00
  1.0000e-02   2.4005e-02   2.7660e+00   1.3692e-01  -5.3241e-01
  2.0000e-02   5.4591e-02   3.3145e+00   1.2917e-01  -1.0087e+00
  3.0000e-02   8.9546e-02   3.6393e+00   1.1698e-01  -1.4159e+00
  4.0000e-02   1.2664e-01   3.7438e+00   1.0111e-01  -1.7447e+00
  5.0000e-02   1.6373e-01   3.6399e+00   8.2370e-02  -1.9889e+00
  6.0000e-02   1.9881e-01   3.3468e+00   6.1624e-02  -2.1459e+00
  7.0000e-02   2.3011e-01   2.8899e+00   3.9742e-02  -2.2163e+00
  8.0000e-02   2.5616e-01   2.2992e+00   1.7575e-02  -2.2037e+00
  9.0000e-02   2.7576e-01   1.6077e+00  -4.0747e-03  -2.1142e+00
  1.0000e-01   2.8809e-01   8.4972e-01  -2.4480e-02  -1.9563e+00
  1.1000e-01   2.9265e-01   5.9740e-02  -4.3006e-02  -1.7400e+00
  1.2000e-01   2.8929e-01  -7.2907e-01  -5.9124e-02  -1.4768e+00
  1.3000e-01   2.7817e-01  -1.4858e+00  -7.2426e-02  -1.1789e+00
  1.4000e-01   2.5977e-01  -2.1829e+00  -8.2627e-02  -8.5871e-01
  1.5000e-01   2.3480e-01  -2.7965e+00  -8.9568e-02  -5.2880e-01
  1.6000e-01   2.0418e-01  -3.3075e+00  -9.3210e-02  -2.0104e-01
  1.7000e-01   1.6904e-01  -3.7015e+00  -9.3633e-02   1.1353e-01
  1.8000e-01   1.3058e-01  -3.9692e+00  -9.1017e-02   4.0508e-01
  1.9000e-01   9.0090e-02  -4.1064e+00  -8.5636e-02   6.6520e-01
  2.0000e-01   4.8883e-02  -4.1139e+00  -7.7840e-02   8.8716e-01
  2.1000e-01   8.2291e-03  -3.9969e+00  -6.8037e-02   1.0660e+00
  2.2000e-01  -3.0670e-02  -3.7649e+00  -5.6676e-02   1.1984e+00
  2.3000e-01  -6.6729e-02  -3.4311e+00  -4.4228e-02   1.2832e+00
  2.4000e-01  -9.9004e-02  -3.0111e+00  -3.1170e-02   1.3206e+00
  2.5000e-01  -1.2672e-01  -2.5230e+00  -1.7969e-02   1.3124e+00
  2.6000e-01  -1.4930e-01  -1.9858e+00  -5.0637e-03   1.2620e+00
  2.7000e-01  -1.6634e-01  -1.4194e+00   7.1446e-03   1.1738e+00
  2.8000e-01  -1.7766e-01  -8.4320e-01   1.8305e-02   1.0533e+00
  2.9000e-01  -1.8324e-01  -2.7596e-01   2.8124e-02   9.0664e-01
  3.0000e-01  -1.8326e-01   2.6506e-01   3.6372e-02   7.4033e-01
  3.1000e-01  -1.7807e-01   7.6449e-01   4.2888e-02   5.6120e-01
  3.2000e-01  -1.6816e-01   1.2092e+00   4.7576e-02   3.7599e-01
  3.3000e-01  -1.5411e-01   1.5886e+00   5.0409e-02   1.9121e-01
  3.4000e-01  -1.3663e-01   1.8950e+00   5.1422e-02   1.2908e-02
  3.5000e-01  -1.1647e-01   2.1233e+00   5.0707e-02  -1.5350e-01
  3.6000e-01  -9.4429e-02   2.2714e+00   4.8407e-02  -3.0336e-01
  3.7000e-01  -7.1307e-02   2.3399e+00   4.4708e-02  -4.3288e-01
  3.8000e-01  -4.7887e-02   2.3318e+00   3.9827e-02  -5.3921e-01
  3.9000e-01  -2.4908e-02   2.2527e+00   3.4008e-02  -6.2045e-01
  4.0000e-01  -3.0472e-03   2.1096e+00   2.7505e-02  -6.7569e-01
  4.1000e-01   1.7101e-02   1.9117e+00   2.0581e-02  -7.0491e-01
  4.2000e-01   3.5038e-02   1.6690e+00   1.3491e-02  -7.0898e-01
  4.3000e-01   5.0367e-02   1.3922e+00   6.4797e-03  -6.8953e-01
  4.4000e-01   6.2807e-02   1.0927e+00  -2.2876e-04  -6.4886e-01
  4.5000e-01   7.2184e-02   7.8162e-01  -6.4360e-03  -5.8979e-01
  4.6000e-01   7.8436e-02   4.6965e-01  -1.1974e-02  -5.1557e-01
  4.7000e-01   8.1607e-02   1.6686e-01  -1.6708e-02  -4.2971e-01
  4.8000e-01   8.1835e-02  -1.1770e-01  -2.0542e-02  -3.3588e-01
  4.9000e-01   7.9340e-02  -3.7624e-01  -2.3412e-02  -2.3773e-01
  5.0000e-01   7.4418e-02  -6.0232e-01  -2.5294e-02  -1.3880e-01
  5.1000e-01   6.7419e-02  -7.9104e-01  -2.6196e-02  -4.2427e-02
  5.2000e-01   5.8734e-02  -9.3903e-01  -2.6161e-02   4.8394e-02
  5.3000e-01   4.8780e-02  -1.0445e+00  -2.5256e-02   1.3105e-01
  5.4000e-01   3.7986e-02  -1.1072e+00  -2.3574e-02   2.0339e-01
  5.5000e-01   2.6775e-02  -1.1283e+00  -2.1228e-02   2.6375e-01
  5.6000e-01   1.5551e-02  -1.1102e+00  -1.8343e-02   3.1098e-01
  5.7000e-01   4.6911e-03  -1.0563e+00  -1.5054e-02   3.4446e-01
  5.8000e-01  -5.4705e-03  -9.7123e-01  -1.1500e-02   3.6406e-01
  5.9000e-01  -1.4646e-02  -8.6007e-01  -7.8184e-03   3.7012e-01
  6.0000e-01  -2.2604e-02  -7.2846e-01  -4.1406e-03   3.6340e-01
  6.1000e-01  -2.9167e-02  -5.8230e-01  -5.8935e-04   3.4504e-01
  6.2000e-01  -3.4221e-02  -4.2755e-01   2.7261e-03   3.1648e-01
  6.3000e-01  -3.7709e-02  -2.7000e-01   5.7119e-03   2.7941e-01
  6.4000e-01  -3.9630e-02  -1.1512e-01   8.2920e-03   2.3566e-01
  6.5000e-01  -4.0037e-02   3.2096e-02   1.0409e-02   1.8717e-01
  6.6000e-01  -3.9028e-02   1.6729e-01   1.2026e-02   1.3588e-01
  6.7000e-01  -3.6743e-02   2.8683e-01   1.3124e-02   8.3715e-02
  6.8000e-01  -3.3354e-02   3.8783e-01   1.3703e-02   3.2467e-02
  6.9000e-01  -2.9056e-02   4.6827e-01   1.3782e-02  -1.6219e-02
  7.0000e-01  -2.4061e-02   5.2694e-01   1.3392e-02  -6.0901e-02
  7.1000e-01  -1.8591e-02   5.6345e-01   1.2581e-02  -1.0037e-01
  7.2000e-01  -1.2865e-02   5.7819e-01   1.1406e-02  -1.3369e-01
  7.3000e-01  -7.0963e-03   5.7222e-01   9.9304e-03  -1.6018e-01
  7.4000e-01  -1.4840e-03   5.4725e-01   8.2263e-03  -1.7943e-01
  7.5000e-01   3.7926e-03   5.0548e-01   6.3664e-03  -1.9132e-01
  7.6000e-01   8.5783e-03   4.4953e-01   4.4240e-03  -1.9598e-01
  7.7000e-01   1.2745e-02   3.8228e-01   2.4697e-03  -1.9376e-01
  7.8000e-01   1.6197e-02   3.0682e-01   5.6983e-04  -1.8522e-01
  7.9000e-01   1.8865e-02   2.2626e-01  -1.2161e-03  -1.7110e-01
  8.0000e-01   2.0715e-02   1.4367e-01  -2.8363e-03  -1.5225e-01
  8.1000e-01   2.1741e-02   6.1992e-02  -4.2485e-03  -1.2964e-01
  8.2000e-01   2.1967e-02  -1.6110e-02  -5.4201e-03  -1.0430e-01
  8.3000e-01   2.1439e-02  -8.8257e-02  -6.3289e-03  -7.7255e-02
  8.4000e-01   2.0228e-02  -1.5245e-01  -6.9629e-03  -4.9532e-02
  8.5000e-01   1.8422e-02  -2.0708e-01  -7.3205e-03  -2.2103e-02
  8.6000e-01   1.6122e-02  -2.5100e-01  -7.4090e-03   4.1380e-03
  8.7000e-01   1.3440e-02  -2.8347e-01  -7.2444e-03   2.8399e-02
  8.8000e-01   1.0492e-02  -3.0422e-01  -6.8499e-03   5.0011e-02
  8.9000e-01   7.3948e-03  -3.1336e-01  -6.2548e-03   6.8439e-02
  9.0000e-01   4.2620e-03  -3.1141e-01  -5.4930e-03   8.3293e-02
  9.1000e-01   1.2009e-03  -2.9919e-01  -4.6017e-03   9.4330e-02
  9.2000e-01  -1.6912e-03  -2.7783e-01  -3.6195e-03   1.0145e-01
  9.3000e-01  -4.3297e-03  -2.4869e-01  -2.5857e-03   1.0469e-01
  9.4000e-01  -6.6441e-03  -2.1328e-01  -1.5381e-03   1.0422e-01
  9.5000e-01  -8.5798e-03  -1.7321e-01  -5.1276e-04   1.0031e-01
  9.6000e-01  -1.0098e-02  -1.3015e-01   4.5783e-04   9.3334e-02
  9.7000e-01  -1.1178e-02  -8.5748e-02   1.3452e-03   8.3742e-02
  9.8000e-01  -1.1814e-02  -4.1568e-02   2.1256e-03   7.2036e-02
  9.9000e-01  -1.2015e-02   9.2925e-04   2.7806e-03   5.8754e-02
  1.0000e+00  -1.1806e-02   4.0447e-02   3.2973e-03   4.4450e-02
  1.0100e+00  -1.1220e-02   7.5876e-02   3.6681e-03   2.9671e-02
  1.0200e+00  -1.0305e-02   1.0632e-01   3.8909e-03   1.4943e-02
  1.0300e+00  -9.1125e-03   1.3112e-01   3.9687e-03   7.5286e-04
  1.0400e+00  -7.7025e-03   1.4985e-01   3.9092e-03  -1.2465e-02
  1.0500e+00  -6.1366e-03   1.6229e-01   3.7239e-03  -2.4339e-02
  1.0600e+00  -4.4775e-03   1.6849e-01   3.4279e-03  -3.4569e-02
  1.0700e+00  -2.7869e-03   1.6867e-01   3.0388e-03  -4.2930e-02
  1.0800e+00  -1.1229e-03   1.6324e-01   2.5761e-03  -4.9275e-02
  1.0900e+00   4.6101e-04   1.5278e-01   2.0603e-03  -5.3534e-02
  1.1000e+00   1.9181e-03   1.3798e-01   1.5123e-03  -5.5713e-02
  1.1100e+00   3.2088e-03   1.1965e-01   9.5272e-04  -5.5886e-02
  1.1200e+00   4.3022e-03   9.8643e-02   4.0087e-04  -5.4187e-02
  1.1300e+00   5.1757e-03   7.5839e-02  -1.2541e-04  -5.0806e-02
  1.1400e+00   5.8159e-03   5.2125e-02  -6.1041e-04  -4.5974e-02
  1.1500e+00   6.2180e-03   2.8352e-02  -1.0409e-03  -3.9952e-02
  1.1600e+00   6.3854e-03   5.3132e-03  -1.4064e-03  -3.3026e-02
  1.1700e+00   6.3291e-03  -1.6277e-02  -1.6994e-03  -2.5489e-02
  1.1800e+00   6.0668e-03  -3.5802e-02  -1.9152e-03  -1.7636e-02
  1.1900e+00   5.6217e-03  -5.2761e-02  -2.0520e-03  -9.7492e-03
  1.2000e+00   5.0215e-03  -6.6770e-02  -2.1109e-03  -2.0942e-03
  1.2100e+00   4.2970e-03  -7.7571e-02  -2.0955e-03   5.0908e-03
  1.2200e+00   3.4812e-03  -8.5032e-02  -2.0114e-03   1.1600e-02
  1.2300e+00   2.6076e-03  -8.9140e-02  -1.8663e-03   1.7264e-02
  1.2400e+00   1.7093e-03  -8.9995e-02  -1.6694e-03   2.1954e-02
  1.2500e+00   8.1787e-04  -8.7798e-02  -1.4308e-03   2.5583e-02
  1.2600e+00  -3.7467e-05  -8.2838e-02  -1.1614e-03   2.8105e-02
  1.2700e+00  -8.3086e-04  -7.5474e-02  -8.7238e-04   2.9514e-02
  1.2800e+00  -1.5403e-03  -6.6121e-02  -5.7474e-04   2.9841e-02
  1.2900e+00  -2.1481e-03  -5.5230e-02  -2.7897e-04   2.9152e-02
  1.3000e+00  -2.6413e-03  -4.3272e-02   5.2153e-06   2.7541e-02
  1.3100e+00  -3.0116e-03  -3.0720e-02   2.6917e-04   2.5127e-02
  1.3200e+00  -3.2553e-03  -1.8034e-02   5.0553e-04   2.2047e-02
  1.3300e+00  -3.3733e-03  -5.6456e-03   7.0839e-04   1.8451e-02
  1.3400e+00  -3.3705e-03   6.0549e-03   8.7335e-04   1.4494e-02
  1.3500e+00  -3.2556e-03   1.6726e-02   9.9759e-04   1.0334e-02
  1.3600e+00  -3.0404e-03   2.6086e-02   1.0799e-03   6.1228e-03
  1.3700e+00  -2.7390e-03   3.3916e-02   1.1204e-03   2.0051e-03
  1.3800e+00  -2.3677e-03   4.0062e-02   1.1207e-03  -1.8889e-03
  1.3900e+00  -1.9437e-03   4.4440e-02   1.0837e-03  -5.4455e-03
  1.4000e+00  -1.4849e-03   4.7029e-02   1.0132e-03  -8.5700e-03
  1.4100e+00  -1.0090e-03   4.7868e-02   9.1401e-04  -1.1189e-02
  1.4200e+00  -5.3303e-04   4.7054e-02   7.9133e-04  -1.3250e-02
  1.4300e+00  -7.2926e-05   4.4730e-02   6.5096e-04  -1.4726e-02
  1.4400e+00   3.5714e-04   4.1080e-02   4.9880e-04  -1.5607e-02
  1.4500e+00   7.4495e-04   3.6319e-02   3.4077e-04  -1.5906e-02
  1.4600e+00   1.0806e-03   3.0684e-02   1.8253e-04  -1.5654e-02
  1.4700e+00   1.3565e-03   2.4425e-02   2.9366e-05  -1.4899e-02
  1.4800e+00   1.5678e-03   1.7793e-02  -1.1398e-04  -1.3702e-02
  1.4900e+00   1.7120e-03   1.1037e-02  -2.4343e-04  -1.2132e-02
  1.5000e+00   1.7889e-03   4.3893e-03  -3.5565e-04  -1.0270e-02
  1.5100e+00   1.8009e-03  -1.9356e-03  -4.4812e-04  -8.1962e-03
  1.5200e+00   1.7519e-03  -7.7502e-03  -5.1915e-04  -5.9961e-03
  1.5300e+00   1.6481e-03  -1.2897e-02  -5.6789e-04  -3.7514e-03
  1.5400e+00   1.4967e-03  -1.7251e-02  -5.9429e-04  -1.5401e-03
  1.5500e+00   1.3060e-03  -2.0724e-02  -5.9904e-04   5.6669e-04
  1.5600e+00   1.0853e-03  -2.3262e-02  -5.8352e-04   2.5061e-03
  1.5700e+00   8.4398e-04  -2.4846e-02  -5.4966e-04   4.2254e-03
  1.5800e+00   5.9153e-04  -2.5491e-02  -4.9988e-04   5.6829e-03
  1.5900e+00   3.3715e-04  -2.5242e-02  -4.3697e-04   6.8485e-03
  1.6000e+00   8.9439e-05  -2.4170e-02  -3.6395e-04   7.7039e-03
  1.6100e+00  -1.4381e-04  -2.2368e-02  -2.8395e-04   8.2426e-03
  1.6200e+00  -3.5586e-04  -1.9949e-02  -2.0014e-04   8.4689e-03
  1.6300e+00  -5.4113e-04  -1.7035e-02  -1.1557e-04   8.3974e-03
  1.6400e+00  -6.9535e-04  -1.3760e-02  -3.3112e-05   8.0513e-03
  1.6500e+00  -8.1557e-04  -1.0257e-02   4.4641e-05   7.4616e-03
  1.6600e+00  -9.0017e-04  -6.6591e-03   1.1543e-04   6.6650e-03
  1.6700e+00  -9.4886e-04  -3.0930e-03   1.7739e-04   5.7027e-03
  1.6800e+00  -9.6253e-04   3.2492e-04   2.2908e-04   4.6184e-03
  1.6900e+00  -9.4320e-04   3.4913e-03   2.6950e-04   3.4567e-03
  1.7000e+00  -8.9384e-04   6.3185e-03   2.9810e-04   2.2618e-03
  1.7100e+00  -8.1820e-04   8.7363e-03   3.1476e-04   1.0758e-03
  1.7200e+00  -7.2066e-04   1.0693e-02   3.1978e-04  -6.2423e-05
  1.7300e+00  -6.0599e-04   1.2156e-02   3.1379e-04  -1.1184e-03
  1.7400e+00  -4.7924e-04   1.3111e-02   2.9778e-04  -2.0627e-03
  1.7500e+00  -3.4546e-04   1.3563e-02   2.7299e-04  -2.8718e-03
  1.7600e+00  -2.0960e-04   1.3531e-02   2.4086e-04  -3.5283e-03
  1.7700e+00  -7.6336e-05   1.3051e-02   2.0297e-04  -4.0211e-03
  1.7800e+00   5.0083e-05   1.2171e-02   1.6100e-04  -4.3453e-03
  1.7900e+00   1.6593e-04   1.0947e-02   1.1662e-04  -4.5021e-03
  1.8000e+00   2.6810e-04   9.4453e-03   7.1494e-05  -4.4979e-03
  1.8100e+00   3.5414e-04   7.7350e-03   2.7165e-05  -4.3443e-03
  1.8200e+00   4.2234e-04   5.8877e-03  -1.4945e-05  -4.0569e-03
  1.8300e+00   4.7168e-04   3.9746e-03  -5.3589e-05  -3.6547e-03
  1.8400e+00   5.0184e-04   2.0640e-03  -8.7727e-05  -3.1592e-03
  1.8500e+00   5.1318e-04   2.1927e-04  -1.1654e-04  -2.5935e-03
  1.8600e+00   5.0664e-04  -1.5028e-03  -1.3944e-04  -1.9813e-03
  1.8700e+00   4.8370e-04  -3.0534e-03  -1.5609e-04  -1.3463e-03
  1.8800e+00   4.4627e-04  -4.3932e-03  -1.6637e-04  -7.1118e-04
  1.8900e+00   3.9664e-04  -5.4924e-03  -1.7038e-04  -9.7182e-05
  1.9000e+00   3.3730e-04  -6.3313e-03  -1.6844e-04   4.7678e-04
  1.9100e+00   2.7091e-04  -6.9004e-03  -1.6104e-04   9.9442e-04
  1.9200e+00   2.0019e-04  -7.1996e-03  -1.4879e-04   1.4425e-03
  1.9300e+00   1.2779e-04  -7.2382e-03  -1.3245e-04   1.8110e-03
  1.9400e+00   5.6241e-05  -7.0331e-03  -1.1286e-04   2.0932e-03
  1.9500e+00  -1.2138e-05  -6.6084e-03  -9.0888e-05   2.2858e-03
  1.9600e+00  -7.5292e-05  -5.9937e-03  -6.7441e-05   2.3888e-03
  1.9700e+00  -1.3149e-04  -5.2227e-03  -4.3402e-05   2.4050e-03
  1.9800e+00  -1.7935e-04  -4.3323e-03  -1.9612e-05   2.3401e-03
  1.9900e+00  -2.1786e-04  -3.3604e-03   3.1543e-06   2.2018e-03
